library,entry_id,name,class,status,verdict,reason_or_gap,exam_window,signalization,readiness,independence,bonus,priority_score
pattern,PAT-DL-006,Mamba State-Space Sequence Model,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-STRUCT-019,VSA Selling Climax,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-020,VSA Buying Climax,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-021,VSA No Supply,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-022,VSA No Demand,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-023,VSA Stopping Volume,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-024,VSA Test Bar,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-025,VSA Pseudo Upthrust,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-DL-007,Diffusion Generative Chart Forecaster,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-STRUCT-026,Intraday Ladder Push,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-027,Intraday Box Shrinking Consolidation,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-028,Intraday Double Bottom,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-029,Intraday VWAP Hold,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-030,Intraday Pulse Probe,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-031,Intraday Sawtooth Narrow,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-032,Intraday Sell Order Freeze,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-033,Intraday Trap Pull,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-034,Intraday Wash Lift,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-035,Order Flow Imbalance (OFI/TFI),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-036,Footprint Point of Control (POC),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-037,Opening Range Breakout,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-038,Supply/Demand Zone (Seiden),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-039,ICT Power of Three (AMD),structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-040,Iceberg Order Detection,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-041,Spoofing/Layering Detection,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-043,Golden Volume Pillar,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-042,Market Profile Structure,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-044,Order Flow Absorption,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-045,Cumulative Volume Delta Divergence,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-STRUCT-046,Concave Mouth Gold Panning,structure,candidate,缺数据,"market_pattern_event 未物化该类型, 待 JOB-108 接线回补",,,0,0,0,
pattern,PAT-DL-008,Chart-RVR GRPO Chart Reasoner,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-009,Multi-Scale VLM Candlestick Benchmark,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-010,AC-Seq2Net Math-Guided Geometric DL,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-011,ElliottAgents Multi-Agent Wave Counter,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-012,wave-alpha Deterministic Wave Engine,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
pattern,PAT-DL-013,GAF-CNN Visual Encoding Pipeline,structure,candidate,缺数据,"DL 模型训练集未建(dl_training_dataset 空), 无监督标签来源",,,0,0,0,
factor,FCT-INTRADAY-015,急跌必有急反,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-016,蜻蜓点水跌破,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-017,分时量价背离,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-018,分时均线压制,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-019,黄白线分离度,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-020,分时顶背离,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-021,探底回升分时,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-022,放量跌破 vs 缩量跌破均线,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-023,首 30 分钟成交占比,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-024,竞价验证,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-025,VWAP 位置,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-026,温和放量连续红,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-027,竞价微结构信号,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-INTRADAY-028,开盘位置 vs 支撑压力预判当日走势,intraday,candidate,必死,"日内微观结构频率, E4 日频考纲不可回测表达(执行/仓位无法日频化)",,,0,0,0,
factor,FCT-TECH-055,20 日均线趋势判定,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-056,放量突破 20 日线,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-057,红多绿少/红肥绿瘦,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-058,月线 20 日均线支撑,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-059,历史天量,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-060,下跌斜率放缓,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-061,均线排列状态全分类,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-062,日线乖离率极端阈值 ±15%,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-063,KDJ 钝化,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-064,ATR14 日均真实波幅,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-065,整数关口关键位,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-066,RSI 极端超卖,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-067,MACD 零轴位置,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-068,区间位置百分位,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-069,缩量阳线规则族,risk_rule,candidate,必死,"风控规则(止损/仓位约束), 非收益信号, 无 E4 考纲语义",,,0,0,0,
factor,FCT-TECH-070,量比五分位标准,technical_indicator,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 指标衍生因子, 直接可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-071,波段浪型量化标准,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-072,布林带收口量化标准,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-073,缺口 ATR 标准化分级与回补概率,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-024,底部量能节奏,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-025,地量,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-026,半日量占 5 日全天均量比例,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-027,ETF 折溢价,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-028,ETF 申赎资金流向,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-029,天量换手筹码出尽卖出信号,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-030,换手率分位,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-031,立桩量,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-032,量能体制×板块资金流映射,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-LIQ-033,量能×体制策略矩阵,liquidity,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 流动性族: 换手/ Amihud 截面因子, 量价新信息面","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-074,大级别底部突破,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-075,上方套牢盘压力位,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-076,高位振幅加大,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-077,加速见顶,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-078,下方缺口不回补信号,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-079,主力筹码状态四分类,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-080,筹码临界值,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-081,Wyckoff 吸筹五事件量化,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-082,Wyckoff 派发五阶段+CVD 背离,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-083,假突破统计参数,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-084,日内量能结构三指标,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-TECH-085,背离程度量化与多级别级联,technical,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 技术形态族, technical_indicator 表可算","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-001,跷跷板效应,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-002,半导体带指数,knowledge_only,candidate,必死,"知识性条目(经验/纪律记录), 非可考收益因子",,,0,0,0,
factor,FCT-MOM-003,龙头/中军/后排三分法,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-004,锚定法,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-005,板块轮动位置判定,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-006,全 A 等权 vs 加权,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-007,板块涨跌覆盖率,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-008,历史新高因子,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-009,区间相对强弱 RS,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-010,综合 RS 评分,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-011,板块四维质量评估,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-012,子板块等权指数构造,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-013,概念重合度量化,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-CRYPTO-MOM-001,BTC Trend Following,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-CRYPTO-MOM-002,ETH Trend Following,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-CRYPTO-VOL-001,BTC Volatility Regime,volatility,candidate,值得考,价量日频可算(kline_daily_hfq 全史); 波动族截面因子,"2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-014,混沌期三特征与触发,momentum,candidate,必死,"与已消费 regime 信号同源(F23 已在 alt_regime_signal), 挖矿排除令",,,0,0,0,
factor,FCT-MOM-015,连板高度周期律,sentiment,candidate,必死,"与已消费 regime 信号同源(F23 已在 alt_regime_signal), 挖矿排除令",,,0,0,0,
factor,FCT-MOM-016,龙头三特质,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-017,中位股断板吹哨,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-018,板块-指数共振回调,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-019,领导-跟随关系量化,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-020,动量广度与板块持续性,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
factor,FCT-MOM-021,板块间资金迁移检测,momentum,candidate,值得考,"价量日频可算(kline_daily_hfq 全史); 动量族截面因子, 与 f_mom20 增量预检","2020-01..2025-08 (WFA8折 24m/6m, OOS=2024-01+, IS=2020-2023)","截面 rank → top_n 多头, 增量 IC 对基座预检",3,1,0,11
