seq,year,orig_name,rel_path,size_bytes,lines,encoding,has_chinese,platform_features,md5_12,unreadable,normalized_rel
446,2025年度精选策略,52.根据北上资金买A股策略Python3版（北向、港资、外资）.txt,2025年度精选策略\52.根据北上资金买A股策略Python3版（北向、港资、外资）.txt,6632,146,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,a5acf6b6f28e,False,normalized\2025年度精选策略\52.根据北上资金买A股策略Python3版（北向、港资、外资）.txt
447,2025年度精选策略,53.基于大盘PE标准差偏离度的聪明基金定投策略.txt,2025年度精选策略\53.基于大盘PE标准差偏离度的聪明基金定投策略.txt,9937,237,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value,35b53b3c5ba0,False,normalized\2025年度精选策略\53.基于大盘PE标准差偏离度的聪明基金定投策略.txt
448,2025年度精选策略,54.价值投资策略-大盘择时.txt,2025年度精选策略\54.价值投资策略-大盘择时.txt,16051,401,utf-8,True,initialize|run_weekly|run_monthly|set_benchmark|order_target_value|order_value|get_fundamentals,ab4dc295d8eb,False,normalized\2025年度精选策略\54.价值投资策略-大盘择时.txt
449,2025年度精选策略,55.价值投资改进版-6年9.5倍.txt,2025年度精选策略\55.价值投资改进版-6年9.5倍.txt,11989,279,utf-8,True,initialize|run_weekly|run_monthly|set_benchmark|order_target_value|order_value|get_fundamentals,40ca0da1a3ca,False,normalized\2025年度精选策略\55.价值投资改进版-6年9.5倍.txt
450,2025年度精选策略,56.大盘一路向上时，追总龙头2个月3倍.txt,2025年度精选策略\56.大盘一路向上时，追总龙头2个月3倍.txt,7479,168,utf-8,True,initialize|handle_data|run_monthly|before_trading_start|set_benchmark|order_value|get_price,f7110c2d538e,False,normalized\2025年度精选策略\56.大盘一路向上时，追总龙头2个月3倍.txt
451,2025年度精选策略,57.股指期货套利，这段时间都没有交易分享给大家.txt,2025年度精选策略\57.股指期货套利，这段时间都没有交易分享给大家.txt,6188,167,utf-8,True,initialize|run_daily|set_benchmark,8730e62f7ede,False,normalized\2025年度精选策略\57.股指期货套利，这段时间都没有交易分享给大家.txt
452,2025年度精选策略,58.严格资金管理，股指期货套利.txt,2025年度精选策略\58.严格资金管理，股指期货套利.txt,6164,167,utf-8,True,initialize|run_daily|set_benchmark,e0fc8868c928,False,normalized\2025年度精选策略\58.严格资金管理，股指期货套利.txt
453,2025年度精选策略,59.【复现】RSRS择时改进.txt,2025年度精选策略\59.【复现】RSRS择时改进.txt,28180,963,utf-8,True,get_price,76addabfae13,False,normalized\2025年度精选策略\59.【复现】RSRS择时改进.txt
454,2025年度精选策略,6.iAlpha 基金投资策略.txt,2025年度精选策略\6.iAlpha 基金投资策略.txt,1588,43,utf-8,True,run_monthly|order_target_value|order_value,d501e2638ada,False,normalized\2025年度精选策略\6.iAlpha 基金投资策略.txt
455,2025年度精选策略,60.【分享】对RSRS模型的一次修改.txt,2025年度精选策略\60.【分享】对RSRS模型的一次修改.txt,10826,394,utf-8,True,,318b4a40bb71,False,normalized\2025年度精选策略\60.【分享】对RSRS模型的一次修改.txt
456,2025年度精选策略,61.【复现】扩散指标择时.txt,2025年度精选策略\61.【复现】扩散指标择时.txt,7965,284,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_target_value|get_price,97709ec3a67e,False,normalized\2025年度精选策略\61.【复现】扩散指标择时.txt
457,2025年度精选策略,62.【复现】北向资金交易能力一定强吗.txt,2025年度精选策略\62.【复现】北向资金交易能力一定强吗.txt,6195,220,utf-8,True,initialize|handle_data|before_trading_start|set_benchmark|order_target_value,537d9a0081d6,False,normalized\2025年度精选策略\62.【复现】北向资金交易能力一定强吗.txt
458,2025年度精选策略,63.【复现】华泰证券-波动率和换手率构建牛熊指标.txt,2025年度精选策略\63.【复现】华泰证券-波动率和换手率构建牛熊指标.txt,59512,1496,utf-8,True,get_price|get_fundamentals,1fa1efd31980,False,normalized\2025年度精选策略\63.【复现】华泰证券-波动率和换手率构建牛熊指标.txt
459,2025年度精选策略,64.【复现】C-VIX 中国版 VIX 编制手册.txt,2025年度精选策略\64.【复现】C-VIX 中国版 VIX 编制手册.txt,19219,613,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_target_value,ef6bd23f1980,False,normalized\2025年度精选策略\64.【复现】C-VIX 中国版 VIX 编制手册.txt
460,2025年度精选策略,65.【分享】多因子指数增强.txt,2025年度精选策略\65.【分享】多因子指数增强.txt,2391,91,utf-8,True,initialize|run_monthly|before_trading_start|set_benchmark|order_target_value,681d8e701287,False,normalized\2025年度精选策略\65.【分享】多因子指数增强.txt
461,2025年度精选策略,66.【复现】A股日内动量效应（一）半小时 涨跌幅间的规律.txt,2025年度精选策略\66.【复现】A股日内动量效应（一）半小时 涨跌幅间的规律.txt,11981,367,utf-8,True,get_price,3ed6740e0558,False,normalized\2025年度精选策略\66.【复现】A股日内动量效应（一）半小时 涨跌幅间的规律.txt
462,2025年度精选策略,67.RSRS择时改进-【成交量加权-钝化-右偏】.txt,2025年度精选策略\67.RSRS择时改进-【成交量加权-钝化-右偏】.txt,7927,179,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price,033ee9888cc8,False,normalized\2025年度精选策略\67.RSRS择时改进-【成交量加权-钝化-右偏】.txt
463,2025年度精选策略,68.蒋老师吐槽了之后，我也想说说对ETF轮动策略的看法.txt,2025年度精选策略\68.蒋老师吐槽了之后，我也想说说对ETF轮动策略的看法.txt,9831,231,utf-8,True,initialize|run_daily|after_trading_end|set_benchmark|order_target_value,376438b61bdb,False,normalized\2025年度精选策略\68.蒋老师吐槽了之后，我也想说说对ETF轮动策略的看法.txt
464,2025年度精选策略,69.（12.3更新v1.2）朱虽自用1号（神虽顶底+趋势）.txt,2025年度精选策略\69.（12.3更新v1.2）朱虽自用1号（神虽顶底+趋势）.txt,19312,468,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,2c663cd7a833,False,normalized\2025年度精选策略\69.（12.3更新v1.2）朱虽自用1号（神虽顶底+趋势）.txt
465,2025年度精选策略,7.股债波动平衡.txt,2025年度精选策略\7.股债波动平衡.txt,6992,187,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,3aeea0cd0f57,False,normalized\2025年度精选策略\7.股债波动平衡.txt
466,2025年度精选策略,70.超稳的股息率+均线选股策略.txt,2025年度精选策略\70.超稳的股息率+均线选股策略.txt,6151,167,utf-8,True,initialize|run_monthly|set_benchmark|order_target_value|get_fundamentals,edcd45b9037f,False,normalized\2025年度精选策略\70.超稳的股息率+均线选股策略.txt
467,2025年度精选策略,71.【股指策略】【研报复现】周内与日内结合CTA.txt,2025年度精选策略\71.【股指策略】【研报复现】周内与日内结合CTA.txt,5987,154,utf-8,True,initialize|run_daily|set_benchmark,55d5feefb9e9,False,normalized\2025年度精选策略\71.【股指策略】【研报复现】周内与日内结合CTA.txt
468,2025年度精选策略,72.【股指期货】收盘折溢价策略.txt,2025年度精选策略\72.【股指期货】收盘折溢价策略.txt,9537,195,utf-8,True,initialize|run_daily|set_benchmark,6f39eb5571be,False,normalized\2025年度精选策略\72.【股指期货】收盘折溢价策略.txt
469,2025年度精选策略,73.基于期权PCR与标的波动率价差的股指期货套利.txt,2025年度精选策略\73.基于期权PCR与标的波动率价差的股指期货套利.txt,13911,325,utf-8,True,initialize|run_daily|set_benchmark|get_price,87dac256756e,False,normalized\2025年度精选策略\73.基于期权PCR与标的波动率价差的股指期货套利.txt
470,2025年度精选策略,74.迪马克TD趋势反转指标.txt,2025年度精选策略\74.迪马克TD趋势反转指标.txt,10696,298,utf-8,True,initialize|run_daily|set_benchmark|get_price,d930425595e8,False,normalized\2025年度精选策略\74.迪马克TD趋势反转指标.txt
471,2025年度精选策略,75.最近2年年化100%以上回撤12%的打板策略-验证策略.txt,2025年度精选策略\75.最近2年年化100%以上回撤12%的打板策略-验证策略.txt,11764,215,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value,0eb3d7e60e11,False,normalized\2025年度精选策略\75.最近2年年化100%以上回撤12%的打板策略-验证策略.txt
472,2025年度精选策略,76.日内交易策略R-breaker - 300346.XSHE.txt,2025年度精选策略\76.日内交易策略R-breaker - 300346.XSHE.txt,5003,124,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price,7e595a06232e,False,normalized\2025年度精选策略\76.日内交易策略R-breaker - 300346.XSHE.txt
473,2025年度精选策略,"77.超强单因子策略（EBIT,EV）.txt","2025年度精选策略\77.超强单因子策略（EBIT,EV）.txt",5747,172,utf-8,True,initialize|run_monthly|set_benchmark|order_target_value,827629ac0844,False,"normalized\2025年度精选策略\77.超强单因子策略（EBIT,EV）.txt"
474,2025年度精选策略,78.机器学习模型大比拼!.txt,2025年度精选策略\78.机器学习模型大比拼!.txt,33916,1473,utf-8,True,get_price|get_fundamentals,d260911fe117,False,normalized\2025年度精选策略\78.机器学习模型大比拼!.txt
475,2025年度精选策略,79.【多因子选股模型框架】(单因子各项指标评分细则).txt,2025年度精选策略\79.【多因子选股模型框架】(单因子各项指标评分细则).txt,4071,130,utf-8,True,initialize|run_monthly|set_benchmark|order_target_value|get_fundamentals,198f85e67fd4,False,normalized\2025年度精选策略\79.【多因子选股模型框架】(单因子各项指标评分细则).txt
476,2025年度精选策略,8.因子分析 营业利润TTM.txt,2025年度精选策略\8.因子分析 营业利润TTM.txt,53378,1827,utf-8,True,get_price,ce16ad86dce4,False,normalized\2025年度精选策略\8.因子分析 营业利润TTM.txt
477,2025年度精选策略,80.公募基金抱团.txt,2025年度精选策略\80.公募基金抱团.txt,6847,137,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value,784599913f48,False,normalized\2025年度精选策略\80.公募基金抱团.txt
478,2025年度精选策略,81.无杠杆，稳定盈利的etf轮动，06年开始3000%收益.txt,2025年度精选策略\81.无杠杆，稳定盈利的etf轮动，06年开始3000%收益.txt,10235,247,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_target_value|order_value,44aea8b40889,False,normalized\2025年度精选策略\81.无杠杆，稳定盈利的etf轮动，06年开始3000%收益.txt
479,2025年度精选策略,82.无需先验知识，动态选择的etf轮动策略，更具鲁棒性.txt,2025年度精选策略\82.无需先验知识，动态选择的etf轮动策略，更具鲁棒性.txt,12291,295,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_target_value|order_value,93fb1729138a,False,normalized\2025年度精选策略\82.无需先验知识，动态选择的etf轮动策略，更具鲁棒性.txt
480,2025年度精选策略,83.识别趋势震荡之神器 MESA最大熵谱分析（一）：滤波器建立.txt,2025年度精选策略\83.识别趋势震荡之神器 MESA最大熵谱分析（一）：滤波器建立.txt,8509,562,utf-8,True,get_price,6487ab9562a1,False,normalized\2025年度精选策略\83.识别趋势震荡之神器 MESA最大熵谱分析（一）：滤波器建立.txt
481,2025年度精选策略,84.ETF网格交易策略.txt,2025年度精选策略\84.ETF网格交易策略.txt,2764,73,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price,7d1c289e638b,False,normalized\2025年度精选策略\84.ETF网格交易策略.txt
482,2025年度精选策略,85.易方达中小盘（魔改版）.txt,2025年度精选策略\85.易方达中小盘（魔改版）.txt,2966,86,utf-8,True,initialize|run_daily|set_benchmark,cc45da0255d2,False,normalized\2025年度精选策略\85.易方达中小盘（魔改版）.txt
483,2025年度精选策略,86.北上詹姆斯.txt,2025年度精选策略\86.北上詹姆斯.txt,3620,94,utf-8,True,initialize|run_daily|set_benchmark|order_value,b3e97345d81f,False,normalized\2025年度精选策略\86.北上詹姆斯.txt
484,2025年度精选策略,87.穿越牛熊基业长青的价值精选策略（小资本也有大作为）.txt,2025年度精选策略\87.穿越牛熊基业长青的价值精选策略（小资本也有大作为）.txt,12057,291,utf-8,True,initialize|run_monthly|set_benchmark|order_target_value|get_fundamentals,0319395c57a7,False,normalized\2025年度精选策略\87.穿越牛熊基业长青的价值精选策略（小资本也有大作为）.txt
485,2025年度精选策略,88.基于动量因子的ETF轮动加上RSRS择时.txt,2025年度精选策略\88.基于动量因子的ETF轮动加上RSRS择时.txt,6075,167,utf-8,True,initialize|run_weekly|set_benchmark|order_target_value,ee019b488734,False,normalized\2025年度精选策略\88.基于动量因子的ETF轮动加上RSRS择时.txt
486,2025年度精选策略,89.2020年效果很好的策略-龙回头策略v3.0.txt,2025年度精选策略\89.2020年效果很好的策略-龙回头策略v3.0.txt,12312,356,utf-8,True,initialize|handle_data|before_trading_start|order_target_value|get_fundamentals,d55ab0429a95,False,normalized\2025年度精选策略\89.2020年效果很好的策略-龙回头策略v3.0.txt
487,2025年度精选策略,9.持续跑赢大盘-真蓝筹v2(资金容量千万以上).txt,2025年度精选策略\9.持续跑赢大盘-真蓝筹v2(资金容量千万以上).txt,7497,213,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price|get_fundamentals,b814981978c1,False,normalized\2025年度精选策略\9.持续跑赢大盘-真蓝筹v2(资金容量千万以上).txt
488,2025年度精选策略,90.超稳+翻倍，贝塔值只有0.048的期指策略.txt,2025年度精选策略\90.超稳+翻倍，贝塔值只有0.048的期指策略.txt,17424,403,utf-8,True,initialize|run_daily|set_benchmark|get_price,9c5d1bacd862,False,normalized\2025年度精选策略\90.超稳+翻倍，贝塔值只有0.048的期指策略.txt
489,2025年度精选策略,91.欧奈尔 RPS选股战法回测.txt,2025年度精选策略\91.欧奈尔 RPS选股战法回测.txt,6038,162,utf-8,True,initialize|run_daily|set_benchmark|order_value,fdbc279fba99,False,normalized\2025年度精选策略\91.欧奈尔 RPS选股战法回测.txt
490,2025年度精选策略,92.敢于直接实盘的—八仙过海V2.txt,2025年度精选策略\92.敢于直接实盘的—八仙过海V2.txt,9915,259,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,c27cfbb00226,False,normalized\2025年度精选策略\92.敢于直接实盘的—八仙过海V2.txt
491,2025年度精选策略,93北向Boll带_ETF组合宝付费策略.txt,2025年度精选策略\93北向Boll带_ETF组合宝付费策略.txt,14749,375,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,c2baee64cbff,False,normalized\2025年度精选策略\93北向Boll带_ETF组合宝付费策略.txt
492,2025年度精选策略,94.小资金短线策略.txt,2025年度精选策略\94.小资金短线策略.txt,2930,75,utf-8,True,initialize|run_daily|before_trading_start|after_trading_end|set_benchmark|set_universe|order_value,9acbce53af9d,False,normalized\2025年度精选策略\94.小资金短线策略.txt
493,2025年度精选策略,95.冲天炮最高板策略迭代.txt,2025年度精选策略\95.冲天炮最高板策略迭代.txt,9553,230,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price,9e2199cab013,False,normalized\2025年度精选策略\95.冲天炮最高板策略迭代.txt
494,2025年度精选策略,96.分享一个简单的选股器.txt,2025年度精选策略\96.分享一个简单的选股器.txt,7216,249,utf-8,True,get_price|get_fundamentals,5a7be519c393,False,normalized\2025年度精选策略\96.分享一个简单的选股器.txt
495,2025年度精选策略,97.稳定高回报周期股策略2-RSRS择时.txt,2025年度精选策略\97.稳定高回报周期股策略2-RSRS择时.txt,15200,382,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_fundamentals,bf135dc59964,False,normalized\2025年度精选策略\97.稳定高回报周期股策略2-RSRS择时.txt
496,2025年度精选策略,98.追涨大师（超额142）.txt,2025年度精选策略\98.追涨大师（超额142）.txt,7520,188,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value,804d9a0e3453,False,normalized\2025年度精选策略\98.追涨大师（超额142）.txt
497,2025年度精选策略,99.最新龙回头5.0速度优化版+风险控制版本.txt,2025年度精选策略\99.最新龙回头5.0速度优化版+风险控制版本.txt,39562,856,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price,9e52ca1c65f3,False,normalized\2025年度精选策略\99.最新龙回头5.0速度优化版+风险控制版本.txt
498,聚宽2026年精选,10.10年52倍，年化59，全新因子方法超稳定.txt,聚宽2026年精选\10.10年52倍，年化59，全新因子方法超稳定.txt,12424,285,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,dd0b4009dc57,False,normalized\聚宽2026年精选\10.10年52倍，年化59，全新因子方法超稳定.txt
499,聚宽2026年精选,100使用K-means 聚类对基金分类.py,聚宽2026年精选\100使用K-means 聚类对基金分类.py,1518,127,utf-8,True,,cecdf8cb91e6,False,normalized\聚宽2026年精选\100使用K-means 聚类对基金分类.py
500,聚宽2026年精选,11低风险中等收益策略.txt,聚宽2026年精选\11低风险中等收益策略.txt,4590,129,utf-8,True,initialize|run_daily|order_value|get_fundamentals,d744cb80a272,False,normalized\聚宽2026年精选\11低风险中等收益策略.txt
501,聚宽2026年精选,12用子账户模拟多策略分仓.txt,聚宽2026年精选\12用子账户模拟多策略分仓.txt,32397,738,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_price|get_fundamentals,4ec065c1935a,False,normalized\聚宽2026年精选\12用子账户模拟多策略分仓.txt
502,聚宽2026年精选,13首板高开-低开-弱转强混合策略（今年收益1138.61）.txt,聚宽2026年精选\13首板高开-低开-弱转强混合策略（今年收益1138.61）.txt,12827,257,utf-8,True,initialize|run_daily|after_trading_end|order_target_value|order_value|get_price,9f77f74037cf,False,normalized\聚宽2026年精选\13首板高开-低开-弱转强混合策略（今年收益1138.61）.txt
503,聚宽2026年精选,14安全摸狗策略.txt,聚宽2026年精选\14安全摸狗策略.txt,3464,90,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,68830da62ec0,False,normalized\聚宽2026年精选\14安全摸狗策略.txt
504,聚宽2026年精选,15小市值排除3个bug版，22年至今收益506.txt,聚宽2026年精选\15小市值排除3个bug版，22年至今收益506.txt,16780,374,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,d635e46fbd04,False,normalized\聚宽2026年精选\15小市值排除3个bug版，22年至今收益506.txt
505,聚宽2026年精选,16集合竞价三合一，今年收益1067.txt,聚宽2026年精选\16集合竞价三合一，今年收益1067.txt,20943,473,utf-8,True,initialize|run_daily|order_target_value|order_value|get_price,b678c9f6ea2d,False,normalized\聚宽2026年精选\16集合竞价三合一，今年收益1067.txt
506,聚宽2026年精选,17多品种ETF动量轮动+EPO优化.txt,聚宽2026年精选\17多品种ETF动量轮动+EPO优化.txt,5186,148,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|get_price,77cc6b214e50,False,normalized\聚宽2026年精选\17多品种ETF动量轮动+EPO优化.txt
507,聚宽2026年精选,18国庆节献礼：实例说明白马股攻防转换策略.txt,聚宽2026年精选\18国庆节献礼：实例说明白马股攻防转换策略.txt,8366,224,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|get_fundamentals,1e09e5c60724,False,normalized\聚宽2026年精选\18国庆节献礼：实例说明白马股攻防转换策略.txt
508,聚宽2026年精选,19机器学习线性回归小市值.txt,聚宽2026年精选\19机器学习线性回归小市值.txt,12910,299,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,eb2ff97d8d80,False,normalized\聚宽2026年精选\19机器学习线性回归小市值.txt
509,聚宽2026年精选,1首板低开策略.txt,聚宽2026年精选\1首板低开策略.txt,9470,220,utf-8,True,initialize|run_daily|order_target_value|get_price,82edb1dd05c7,False,normalized\聚宽2026年精选\1首板低开策略.txt
510,聚宽2026年精选,20小盘股动态调仓，100只10年17倍.py,聚宽2026年精选\20小盘股动态调仓，100只10年17倍.py,673,61,utf-8,True,,8f58150397ff,False,normalized\聚宽2026年精选\20小盘股动态调仓，100只10年17倍.py
511,聚宽2026年精选,21【原创】年化123涨停弱转强竞价战法.txt,聚宽2026年精选\21【原创】年化123涨停弱转强竞价战法.txt,15025,343,utf-8,True,initialize|run_daily|order_target_value|order_value|get_price,c307203ae61d,False,normalized\聚宽2026年精选\21【原创】年化123涨停弱转强竞价战法.txt
512,聚宽2026年精选,22带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,聚宽2026年精选\22带上止损的核心资产轮动才更安心，低回撤，高收益率.txt,5077,129,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,89eed12c091f,False,normalized\聚宽2026年精选\22带上止损的核心资产轮动才更安心，低回撤，高收益率.txt
513,聚宽2026年精选,23大盘择时，逻辑简单.txt,聚宽2026年精选\23大盘择时，逻辑简单.txt,10366,254,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_value|get_price|get_fundamentals,149b47c263b4,False,normalized\聚宽2026年精选\23大盘择时，逻辑简单.txt
514,聚宽2026年精选,24大容量低回撤价值投资-排除小市值因子.txt,聚宽2026年精选\24大容量低回撤价值投资-排除小市值因子.txt,7587,171,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|get_price,d9867ba7c79b,False,normalized\聚宽2026年精选\24大容量低回撤价值投资-排除小市值因子.txt
515,聚宽2026年精选,25冷饭热吃之三，14年至今年华99.99.txt,聚宽2026年精选\25冷饭热吃之三，14年至今年华99.99.txt,17169,381,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,2f7ff2e75435,False,normalized\聚宽2026年精选\25冷饭热吃之三，14年至今年华99.99.txt
516,聚宽2026年精选,26波动率过滤后相关性最小etf轮动.txt,聚宽2026年精选\26波动率过滤后相关性最小etf轮动.txt,2756,67,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,9884c6267887,False,normalized\聚宽2026年精选\26波动率过滤后相关性最小etf轮动.txt
517,聚宽2026年精选,27人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,聚宽2026年精选\27人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,3976,138,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value,229e7b9624dd,False,normalized\聚宽2026年精选\27人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt
518,聚宽2026年精选,28韶华研究之十九，一致性用在微盘控制回撤.txt,聚宽2026年精选\28韶华研究之十九，一致性用在微盘控制回撤.txt,18999,432,utf-8,True,run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,52543c04ecfd,False,normalized\聚宽2026年精选\28韶华研究之十九，一致性用在微盘控制回撤.txt
519,聚宽2026年精选,29穿越牛熊2.0(非小市值)年化50%的cta策略.txt,聚宽2026年精选\29穿越牛熊2.0(非小市值)年化50%的cta策略.txt,4115,114,utf-8,True,initialize|run_daily|run_monthly|set_benchmark,891bff9c994e,False,normalized\聚宽2026年精选\29穿越牛熊2.0(非小市值)年化50%的cta策略.txt
520,聚宽2026年精选,2连板龙头策略.txt,聚宽2026年精选\2连板龙头策略.txt,15866,400,utf-8,True,initialize|run_daily|order_target_value|order_value|get_price|get_fundamentals,0e58975cfa61,False,normalized\聚宽2026年精选\2连板龙头策略.txt
521,聚宽2026年精选,30错杀反弹，掌握人性规律，开启投资新纪元.txt,聚宽2026年精选\30错杀反弹，掌握人性规律，开启投资新纪元.txt,13895,332,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,9597b9eebc90,False,normalized\聚宽2026年精选\30错杀反弹，掌握人性规律，开启投资新纪元.txt
522,聚宽2026年精选,31蛇皮走位小市值策略V1.0.txt,聚宽2026年精选\31蛇皮走位小市值策略V1.0.txt,6913,190,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,8664521af1a0,False,normalized\聚宽2026年精选\31蛇皮走位小市值策略V1.0.txt
523,聚宽2026年精选,32EPO优化低相关etf组合.txt,聚宽2026年精选\32EPO优化低相关etf组合.txt,3020,78,utf-8,True,initialize|run_monthly|set_benchmark|order_target_value|get_price,eba2edd01f90,False,normalized\聚宽2026年精选\32EPO优化低相关etf组合.txt
524,聚宽2026年精选,33回馈社区顺便搞积分《一个完整的机器学习pipeline》.txt,聚宽2026年精选\33回馈社区顺便搞积分《一个完整的机器学习pipeline》.txt,11804,314,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|get_price,6b89edb4cf7d,False,normalized\聚宽2026年精选\33回馈社区顺便搞积分《一个完整的机器学习pipeline》.txt
525,聚宽2026年精选,34十年回测 年化103.32% 最大回撤23.89%.txt,聚宽2026年精选\34十年回测 年化103.32% 最大回撤23.89%.txt,16312,325,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,b4c9a1c1f374,False,normalized\聚宽2026年精选\34十年回测 年化103.32% 最大回撤23.89%.txt
526,聚宽2026年精选,"35【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt","聚宽2026年精选\35【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt",11993,286,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,bb0b9f37ce93,False,"normalized\聚宽2026年精选\35【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt"
527,聚宽2026年精选,36快过年了。不想呆在小市值的，可以拿这个策略躲一躲.txt,聚宽2026年精选\36快过年了。不想呆在小市值的，可以拿这个策略躲一躲.txt,15142,312,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,f302f969a3e7,False,normalized\聚宽2026年精选\36快过年了。不想呆在小市值的，可以拿这个策略躲一躲.txt
528,聚宽2026年精选,37微盘股扩散指数双均线择时.txt,聚宽2026年精选\37微盘股扩散指数双均线择时.txt,13647,335,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price|get_fundamentals,42339e5f522f,False,normalized\聚宽2026年精选\37微盘股扩散指数双均线择时.txt
529,聚宽2026年精选,38ETF策略之核心资产轮动（线性增加权重）.txt,聚宽2026年精选\38ETF策略之核心资产轮动（线性增加权重）.txt,3209,87,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,2f49b9fe9be2,False,normalized\聚宽2026年精选\38ETF策略之核心资产轮动（线性增加权重）.txt
530,聚宽2026年精选,39干积分-大小盘反复横跳V2.0.txt,聚宽2026年精选\39干积分-大小盘反复横跳V2.0.txt,12623,310,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|get_price|get_fundamentals,97864a6c52c6,False,normalized\聚宽2026年精选\39干积分-大小盘反复横跳V2.0.txt
531,聚宽2026年精选,3、5年15倍的收益，年化79.93，可实盘，拿走不谢！.txt,聚宽2026年精选\3、5年15倍的收益，年化79.93，可实盘，拿走不谢！.txt,16498,393,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,77a2c5c2d8c6,False,normalized\聚宽2026年精选\3、5年15倍的收益，年化79.93，可实盘，拿走不谢！.txt
532,聚宽2026年精选,40高股息策略.txt,聚宽2026年精选\40高股息策略.txt,9082,207,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,25028ae0c266,False,normalized\聚宽2026年精选\40高股息策略.txt
533,聚宽2026年精选,41SVR机器学习上证综指择时中小板财务选股策略.txt,聚宽2026年精选\41SVR机器学习上证综指择时中小板财务选股策略.txt,13925,316,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,df515ff6bd7a,False,normalized\聚宽2026年精选\41SVR机器学习上证综指择时中小板财务选股策略.txt
534,聚宽2026年精选,42国九条：三年分红5千万以下且占净利润30以下将被ST.txt,聚宽2026年精选\42国九条：三年分红5千万以下且占净利润30以下将被ST.txt,23586,472,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,07ca5dc951de,False,normalized\聚宽2026年精选\42国九条：三年分红5千万以下且占净利润30以下将被ST.txt
